CASE_NUMBER,Meeting_Date,Agenda_Item,Body,Description,Source,Item_URL
C14-04-0136,2005-01-13T00:00:00.000,Z012,Austin City Council,C14-04-0136 - 1500 Summit Street - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 1500 Summit Street (Harper Cree,akgy-tbxy,http://austintexas.gov/department/city-council/2005/20050113-REG.htm#Z012
C814-2012-0160,2013-10-17T00:00:00.000,52,Austin City Council,C814-2012-0160 - 211 South Lamar Boulevard Planned Unit Development - Approve third reading of an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 211 South Lamar Boulev,akgy-tbxy,http://austintexas.gov/department/city-council/2013/20131017-REG.htm#052
C14-06-0134,2006-11-30T00:00:00.000,45,Austin City Council,"C14-06-0134 - Lake Line Austin Development, Ltd.; Lakeline Commons - Approve second/third readings of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as N",akgy-tbxy,http://austintexas.gov/department/city-council/2006/20061130-REG.htm#045
NPA-2017-0018.01,2019-04-25T00:00:00.000,70,Austin City Council,"NPA-2017-0018.01 -2106 Payne Avenue-Conduct a public hearing and approve an ordinance amending Ordinance No. 040513-30 the Brentwood/Highland Combined Neighborhood Plan, an element of the Imagine Aust",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20190425-REG.htm#070
C14-2014-0111,2014-10-16T00:00:00.000,55,Austin City Council,C14-2014-0111 - 4500 Speedway - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 4500 Speedway (Waller Creek Waters,akgy-tbxy,http://austintexas.gov/department/city-council/2014/20141016-REG.htm#055
C14-2019-0018,2019-06-20T00:00:00.000,137,Austin City Council,C14-2019-0018 - Villa Denese - Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 4511 Lucksinger Lane (Williamson Creek Watershed). Ap,akgy-tbxy,http://austintexas.gov/department/city-council/2019/20190620-REG.htm#137
C14-2013-0155,2014-02-27T00:00:00.000,66,Austin City Council,C14-2013-0155 - Pond Springs Challenger School - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by zoning property locally known as 13015 Pond Springs Road (Rattan C,akgy-tbxy,http://austintexas.gov/department/city-council/2014/20140227-REG.htm#066
C14-04-0118,2004-11-18T00:00:00.000,55,Austin City Council,C14-04-0118 - 204-206 West Stassney Lane - Approve second/third readings of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 204-206 West Stassney Lane ,akgy-tbxy,http://austintexas.gov/department/city-council/2004/20041118-REG.htm#055
C14-2015-0008,2015-06-11T00:00:00.000,28,Austin City Council,C14-2015-0008 � 2130 Goodrich Ave � District 5 � Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 2130 Goodrich Avenue (West Boul,akgy-tbxy,http://austintexas.gov/department/city-council/2015/20150611-REG.htm#028
C14-03-0179,2004-02-26T00:00:00.000,Z007,Austin City Council,C14-03-0179 - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 505 and 507 Nelray Boulevard (Waller creek Watershed,akgy-tbxy,http://austintexas.gov/department/city-council/2004/20040226-REG.htm#Z007
C14-2008-0057.SH,2008-07-24T00:00:00.000,137,Austin City Council,C14-2008-0057.SH - Windsor Park Development - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 5908 Manor Road (Bog,akgy-tbxy,http://austintexas.gov/department/city-council/2008/20080724-REG.htm#137
C14-2017-0020,2017-10-05T00:00:00.000,41,Austin City Council,C14-2017-0020 - The Rail Spur Building - District 3 - Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 618 Tillery Street (Colorado R,akgy-tbxy,http://austintexas.gov/department/city-council/2017/20171005-REG.htm#041
C14-2011-0155,2012-02-09T00:00:00.000,55,Austin City Council,C14-2011-0155 - Harmony Science Academy-Austin - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 930 East Rundberg,akgy-tbxy,http://austintexas.gov/department/city-council/2012/20120209-REG.htm#055
C14-2016-0046,2016-08-11T00:00:00.000,57,Austin City Council,C14-2016-0046 � 7720 & 7800 South 1st St � District 2 � Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 7720 and 7800 South 1st ,akgy-tbxy,http://austintexas.gov/department/city-council/2016/20160811-REG.htm#057
C14-2013-0040,2014-01-23T00:00:00.000,78,Austin City Council,C14-2013-0040 - Commodore Perry Estate - Approve second/third readings of an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 710 East 41st Street (Waller Creek Watershe,akgy-tbxy,http://austintexas.gov/department/city-council/2014/20140123-REG.htm#078
NPA-2017-0021.01,2018-04-26T00:00:00.000,57,Austin City Council,"NPA-2017-0021.01 -4530 E. Ben White Blvd. - District 3 - Conduct a public hearing and approve an ordinance amending Ordinance No. 20061116-055 of the East Riverside/Oltorf Combined Neighborhood Plan, ",akgy-tbxy,http://austintexas.gov/department/city-council/2018/20180426-REG.htm#057
C14-2016-0013,2016-09-22T00:00:00.000,62,Austin City Council,C14-2016-0013 � Foremost Zoning � District 2 � Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 135 Foremost Drive (South Boggy C,akgy-tbxy,http://austintexas.gov/department/city-council/2016/20160922-REG.htm#062
C14H-2008-0016,2008-07-24T00:00:00.000,145,Austin City Council,C14H-2008-0016 - Davis-Sibley House. - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 2210 Windsor Road (Shoal Cr,akgy-tbxy,http://austintexas.gov/department/city-council/2008/20080724-REG.htm#145
C814-2012-0152,2015-11-12T00:00:00.000,37,Austin City Council,C814-2012-0152 � Pilot Knob Planned Unit Development - District 2 � Approve second reading of an ordinance amending City Code Chapter 25-2 by zoning property locally known as east and southeast of the,akgy-tbxy,http://austintexas.gov/department/city-council/2015/20151112-REG.htm#037
C14-2020-0116,2020-12-10T00:00:00.000,79,Austin City Council,C14-2020-0116 - 10304 Old San Antonio Road - Conduct a public hearing and approve an ordinance amending City Code Title 25 by zoning property locally known as 10304 Old San Antonio Road (Slaughter Cre,akgy-tbxy,http://austintexas.gov/department/city-council/2020/20201210-REG.htm#079
C14-06-0117,2007-12-06T00:00:00.000,76,Austin City Council,C14-06-0117 - Time Insurance 2 - Approve second/third readings of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 1317 East Riverside Drive and 1220 IH,akgy-tbxy,http://austintexas.gov/department/city-council/2007/20071206-REG.htm#076
